obs_date,mars_equities_portfolio,mars_bonds_portfolio,mars_commodities_portfolio,mars_inflation_portfolio
5/31/1958,0.030767386,0.01142375,-0.002351038,-0.002896565
6/30/1958,0.024324103,-0.004871985,0.013664562,0.004596426
7/31/1958,0.018904511,-0.011403774,-0.016461737,-0.002753906
8/31/1958,0.030127164,-0.005881858,-0.021852763,-0.001445468
9/30/1958,0.016911867,0.003718101,-0.004253867,-0.000136244
10/31/1958,0.017728789,0.005933117,0.011370433,-0.003574851
11/30/1958,0.029805536,-0.004383685,-0.011293876,0.004188834
12/31/1958,0.019752087,-0.004479322,0.017896799,0.002050795
1/31/1959,0.005601303,0.005958902,0.023231325,-2.40E-05
2/28/1959,-0.002573208,-0.000348539,0.019360227,-0.002425521
3/31/1959,0.035275913,-0.006575252,-0.002547577,0.006155419
4/30/1959,0.014625486,-0.010546827,-0.010434455,-0.001313891
5/31/1959,0.011651053,0.000880443,0.010477931,-0.002216842
6/30/1959,0.050870451,0.001357403,0.010906958,0.003029945
7/31/1959,0.019763964,-0.00411205,-0.018396793,-0.005114343
8/31/1959,-0.023102277,-0.013675648,0.005238874,0.002926039
9/30/1959,0.016247504,0.005198125,0.01993715,-0.003288035
10/31/1959,0.021468956,-0.003444122,-0.008583824,-0.001972404
11/30/1959,0.014465319,-0.020695386,-0.000678899,0.006075282
12/31/1959,-0.026435208,0.004566607,-0.003671013,-0.000100307
1/31/1960,0.003020379,0.015894508,-0.013979086,-0.007422744
2/29/1960,-0.014320135,0.012800761,0.02435339,-0.002225799
3/31/1960,0.01536959,0.00045691,-0.003507756,0.004867238
4/30/1960,0.025209547,-0.007710656,0.003381209,-0.001191938
5/31/1960,0.037124999,0.006370278,-0.009106867,-0.00012547
6/30/1960,0.005655615,0.014951458,0.004089887,-0.003604218
7/31/1960,0.034115778,0.011083521,-0.004588657,-0.002472905
8/31/1960,-0.015623165,0.00258919,-0.004233076,0.001966025
9/30/1960,-0.014979387,9.37E-05,0.008192445,0.006246033
10/31/1960,0.00424115,0.000265331,-0.027136102,-0.005064182
11/30/1960,0.023190866,0.006269435,0.037538793,-0.001829816
12/31/1960,0.047466823,0.005739896,0.055330664,0.006703737
1/31/1961,0.028649829,0.005191799,0.065084659,-0.001425733
2/28/1961,0.01157768,0.003104531,-0.046537324,4.01E-05
3/31/1961,0.024658351,0.001879503,0.045275571,0.002840643
4/30/1961,0.024959239,0.005465555,-0.031247496,-0.005691927
5/31/1961,0.002030183,-0.015743527,-0.018859387,0.005900448
6/30/1961,-0.015561165,-0.021685957,-0.007598238,0.003135734
7/31/1961,-0.012918814,-0.002439779,-0.014661239,0.003292998
8/31/1961,-0.00797569,-0.003742384,-0.027069471,-0.000847022
9/30/1961,0.006965186,0.011848325,0.00202153,0.001447369
10/31/1961,0.038008028,-0.011052683,-0.00164282,0.000207222
11/30/1961,0.021219727,-0.014512861,-0.001070804,0.004393093
12/31/1961,-0.013488919,0.017299776,-0.019108617,-0.000202379
1/31/1962,0.019196562,0.021242877,-0.019219061,-0.006348967
2/28/1962,-0.011085975,-0.009270221,0.022455355,0.004154399
3/31/1962,-0.030895133,0.003107135,-0.005165972,-0.00507475
4/30/1962,-0.069181412,0.00211642,-0.010557086,-0.001554815
5/31/1962,-0.061668008,0.007652619,-0.011694955,-0.007729805
6/30/1962,0.024269623,0.008453897,-0.021970504,0.004545386
7/31/1962,0.011960401,0.02269044,-0.004911506,-0.004408343
8/31/1962,-0.038870835,0.009676918,-0.007899185,-0.003178477
9/30/1962,-0.02737029,0.003754382,0.027485316,0.00092533
10/31/1962,0.083026519,0.00581347,0.014218127,0.00174338
11/30/1962,0.006675279,0.013276461,0.015512067,0.000274735
12/31/1962,0.011412169,0.010149208,0.025560291,-9.83E-05
1/31/1963,-0.012932085,-0.005111813,0.001439141,0.003640305
2/28/1963,0.006022992,0.00727525,-0.015860743,-0.002684039
3/31/1963,0.030385096,0.009239097,-0.013090871,0.002240948
4/30/1963,0.008079006,0.000212982,0.000931889,0.000235799
5/31/1963,-0.01282396,-0.002506622,0.013873917,0.002861222
6/30/1963,-0.005064358,0.001906491,-0.022632032,-0.001925509
7/31/1963,0.035288672,0.00115423,0.000614026,0.002298341
8/31/1963,-0.007829351,0.001995818,0.056335728,0.003717229
9/30/1963,0.004587516,-0.007914777,0.017161083,0.006509534
10/31/1963,-0.00874867,0.001534216,-0.038496983,-0.002226537
11/30/1963,0.002968855,-0.00795015,0.010143299,0.003557359
12/31/1963,0.017024502,0.001483753,-0.022830857,0.003116728
1/31/1964,-0.002882371,-0.001368222,-0.021916872,-0.001178477
2/29/1964,-0.008925858,0.000861937,-0.021341714,-0.004870293
